name,platform_group,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,total_sales,other_sales,critic_score,user_score,rating,rat_sem
the idolm@ster dearly stars,Nintendo,DS,2009,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
shiren the wanderer 5 plus fortune tower and the dice of fate,PlayStation,PSV,2015,Action,0.01,0.0,0.04,0.05,0.0,,,,Pending
over the hedge hammy goes nuts!,PlayStation,PSP,2006,Platform,0.05,0.0,0.0,0.05,0.0,58.0,,E,Everyone
r.b.i. baseball 2016,XBox,XOne,2016,Sports,0.05,0.0,0.0,0.060000000000000005,0.01,,,,Pending
bakemonogatari portable,PlayStation,PSP,2012,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
jenga world tour,Nintendo,Wii,2007,Misc,0.05,0.0,0.0,0.05,0.0,26.0,2.8,E,Everyone
prism light the way,Nintendo,DS,2007,Puzzle,0.05,0.0,0.0,0.05,0.0,73.0,,E,Everyone
tenchu dark secret,Nintendo,DS,2006,Action,0.03,0.0,0.01,0.04,0.0,37.0,5.1,T,Teens
tabi no yubisashi kaiwachou ds ds series 2 chuugoku,Nintendo,DS,2006,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
shrek super party,Nintendo,GC,2003,Misc,0.04,0.01,0.0,0.05,0.0,40.0,7.3,E,Everyone
monster 4x4 masters of metal,Nintendo,GC,2003,Racing,0.04,0.01,0.0,0.05,0.0,49.0,,E,Everyone
bakusou kyoudai let's & go!! eternal wings,PlayStation,PS,1998,Racing,0.0,0.0,0.05,0.05,0.0,,,,Pending
imagine artist,Nintendo,DS,2009,Misc,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
top spin 2,Nintendo,DS,2006,Sports,0.05,0.0,0.0,0.05,0.0,51.0,,E,Everyone
keroro gunsou enshuu da yo! zenin shuugou part 2,Nintendo,DS,2007,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
nhl blades of steel '99,Nintendo,N64,1999,Sports,0.05,0.0,0.0,0.05,0.0,,,,Pending
downtown no gaki no tsukai yaarahen de!! zettai ni tsukamatte haikenai gasu kurobikari land,Nintendo,3DS,2015,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
super heroine chronicle,PlayStation,PSV,2014,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
second sight,Nintendo,GC,2004,Adventure,0.04,0.01,0.0,0.05,0.0,77.0,8.5,T,Teens
philosoma,PlayStation,PS,1995,Shooter,0.03,0.02,0.0,0.05,0.0,,,,Pending
virtua fighter cg portrait series vol.5 wolf hawkfield,Other,SAT,1995,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
puyo pop,Nintendo,GBA,2001,Puzzle,0.04,0.01,0.0,0.05,0.0,84.0,,E,Everyone
marriage royale prism story,PlayStation,PSP,2010,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
kamiwaza,PlayStation,PS2,2006,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
spongebob squarepants plankton's robotic revenge,Nintendo,WiiU,2013,Shooter,0.0,0.05,0.0,0.05,0.0,,6.2,E10+,Everyone 10y+
arcana heart 3,XBox,X360,2011,Fighting,0.0,0.02,0.02,0.04,0.0,68.0,,T,Teens
rave master,Nintendo,GC,2002,Fighting,0.0,0.0,0.05,0.05,0.0,60.0,6.3,T,Teens
bejeweled twist,PC,PC,2008,Puzzle,0.01,0.04,0.0,0.060000000000000005,0.01,78.0,7.3,E,Everyone
kinnikuman muscle grand prix max,PlayStation,PS2,2006,Fighting,0.0,0.0,0.05,0.05,0.0,,,,Pending
suzuki super-bikes ii riding challenge,Nintendo,DS,2008,Racing,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
grid,Nintendo,DS,,Racing,0.04,0.0,0.0,0.04,0.0,79.0,8.1,E,Everyone
steins;gate 0,PlayStation,PS4,2015,Adventure,0.0,0.0,0.05,0.05,0.0,81.0,8.3,M,Mature
ivy the kiwi?,Nintendo,DS,2010,Puzzle,0.04,0.0,0.0,0.04,0.0,69.0,6.3,E,Everyone
jim henson's muppets in spy muppets license to croak,Nintendo,GBA,2003,Action,0.04,0.01,0.0,0.05,0.0,,,,Pending
medal of honor european assault (weekly jp sales),PlayStation,PS2,2005,Shooter,0.0,0.0,0.05,0.05,0.0,,,,Pending
hail to the chimp,PlayStation,PS3,2008,Misc,0.05,0.0,0.0,0.05,0.0,51.0,4.5,T,Teens
alias,XBox,XB,2004,Action,0.04,0.01,0.0,0.05,0.0,64.0,6.0,T,Teens
super robot taisen neo,Nintendo,Wii,2009,Strategy,0.0,0.0,0.05,0.05,0.0,,,,Pending
espn international winter sports 2002,Nintendo,GC,2002,Sports,0.04,0.01,0.0,0.05,0.0,62.0,,E,Everyone
dual heroes,Nintendo,N64,1997,Fighting,0.04,0.01,0.0,0.05,0.0,,,,Pending
fighter destiny 2,Nintendo,N64,1999,Fighting,0.04,0.01,0.0,0.05,0.0,,,,Pending
hercules the legendary journeys,Nintendo,N64,2000,Role-Playing,0.04,0.01,0.0,0.05,0.0,,,,Pending
chameleon twist 2,Nintendo,N64,1998,Platform,0.04,0.01,0.0,0.05,0.0,,,,Pending
outrun 2006 coast 2 coast,PlayStation,PS2,2006,Racing,0.02,0.01,0.01,0.04,0.0,81.0,8.8,E,Everyone
blues brothers 2000,Nintendo,N64,2000,Platform,0.04,0.01,0.0,0.05,0.0,,,,Pending
metal max 2 reloaded,Nintendo,DS,2011,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
jewel master cradle of persia,Nintendo,DS,2012,Puzzle,0.0,0.04,0.0,0.05,0.01,,,E,Everyone
all star tennis 99,Nintendo,N64,1999,Sports,0.04,0.01,0.0,0.05,0.0,,,,Pending
nounai aeshe iq suppli ds 2 - sukkiri king ketteisen,Nintendo,DS,2007,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
winning post world,PlayStation,PS3,2009,Sports,0.0,0.0,0.05,0.05,0.0,,,,Pending
pachipara 14 fuu to kumo to super umi in okinawa,PlayStation,PS2,2007,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
arx fatalis,XBox,XB,2003,Role-Playing,0.04,0.01,0.0,0.05,0.0,71.0,8.2,M,Mature
mega minis volume 3,PlayStation,PSP,2011,Misc,0.0,0.04,0.0,0.05,0.01,,,,Pending
slam dunk sd heat up!!,Nintendo,SNES,1995,Sports,0.0,0.0,0.05,0.05,0.0,,,,Pending
the mysterious case of dr. jekyll and mr. hyde,Nintendo,DS,2010,Adventure,0.02,0.02,0.0,0.04,0.0,,,,Pending
dead in the water,PlayStation,PS,1999,Action,0.03,0.02,0.0,0.05,0.0,,,,Pending
winning post 7 2013,PlayStation,PS3,2013,Sports,0.0,0.0,0.05,0.05,0.0,,,,Pending
ride,PlayStation,PS3,2015,Racing,0.0,0.03,0.01,0.05,0.01,,4.8,,Pending
detective conan prelude from the past,Nintendo,DS,2012,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
dr. seuss green eggs and ham,Nintendo,GBA,2003,Action,0.04,0.01,0.0,0.05,0.0,,9.0,E,Everyone
zumba fitness core,XBox,X360,2012,Misc,0.0,0.05,0.0,0.05,0.0,77.0,6.7,E10+,Everyone 10y+
atelier rorona alchemist of arland,PlayStation,PSV,2013,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
guilty gear dust strikers,Nintendo,DS,2006,Fighting,0.05,0.0,0.0,0.05,0.0,60.0,5.8,T,Teens
dark summit,Nintendo,GC,2002,Sports,0.04,0.01,0.0,0.05,0.0,68.0,4.5,T,Teens
orcs & elves,Nintendo,DS,2007,Role-Playing,0.05,0.0,0.0,0.05,0.0,,,,Pending
odoru daisousasen the game sensuikan ni sennyuu seyo!,Nintendo,DS,2010,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
turbo turtle adventure,Nintendo,GBA,2002,Puzzle,0.04,0.01,0.0,0.05,0.0,70.0,,E,Everyone
sengoku basara 4 sumeragi,PlayStation,PS4,2015,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
trackmania turbo build to race,Nintendo,DS,2010,Racing,0.02,0.02,0.0,0.04,0.0,,,,Pending
shinseiki evangelion 2 tsukurareshi sekai - another cases,PlayStation,PSP,2006,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
hisshou 777 fighter pachi slot eiyu densetsu,Nintendo,SNES,1994,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
kamen rider battride war genesis,PlayStation,PSV,2016,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
corpse party blood covered - repeated fear,PlayStation,PSP,2010,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
star wars republic commando,PC,PC,2005,Shooter,0.0,0.04,0.0,0.05,0.01,78.0,8.7,T,Teens
kart racer,Nintendo,Wii,2009,Racing,0.03,0.01,0.0,0.04,0.0,,,E,Everyone
chronicles of the sword,PlayStation,PS,1996,Adventure,0.03,0.02,0.0,0.05,0.0,,,,Pending
the lost vikings,Nintendo,GBA,2003,Puzzle,0.04,0.01,0.0,0.05,0.0,75.0,9.1,E,Everyone
keiba eight special,Nintendo,SNES,1993,Sports,0.0,0.0,0.05,0.05,0.0,,,,Pending
harukanaru toki no naka de 3,PlayStation,PS2,2004,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
codename kids next door operation v.i.d.e.o.g.a.m.e.,Nintendo,GC,2005,Platform,0.04,0.01,0.0,0.05,0.0,58.0,,E10+,Everyone 10y+
sherlock holmes crimes & punishments,PC,PC,2014,Adventure,0.0,0.05,0.0,0.05,0.0,,,,Pending
reel fishing the great outdoors,PlayStation,PSP,2006,Sports,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
guild 01,Nintendo,3DS,2012,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
tour de france 2011,XBox,X360,,Racing,0.0,0.04,0.0,0.05,0.01,46.0,7.6,,Pending
durarara!! 3-way standoff,PlayStation,PSP,2010,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
ty the tasmanian tiger 3 night of the quinkan,Nintendo,GBA,2005,Action,0.04,0.01,0.0,0.05,0.0,73.0,,E10+,Everyone 10y+
tokimeki memorial girl's side 2nd kiss,PlayStation,PS2,2006,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
fushigi no dungeon fuurai no shiren 3 portable,PlayStation,PSP,2010,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
hokuto no ken,PlayStation,PS2,2007,Fighting,0.0,0.0,0.05,0.05,0.0,,,,Pending
plants vs. zombies,PC,PC,2009,Strategy,0.0,0.04,0.0,0.05,0.01,87.0,8.9,E10+,Everyone 10y+
yu-gi-oh! gx spirit caller (japan sales),Nintendo,DS,2006,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
secret files tunguska,Nintendo,DS,2008,Adventure,0.04,0.01,0.0,0.05,0.0,71.0,7.6,T,Teens
george of the jungle and the search for the secret,Nintendo,DS,2008,Platform,0.05,0.0,0.0,0.05,0.0,44.0,,E,Everyone
stretch panic,PlayStation,PS2,2001,Platform,0.02,0.02,0.0,0.05,0.01,65.0,7.8,T,Teens
hotel for dogs,Nintendo,Wii,2009,Simulation,0.04,0.0,0.0,0.04,0.0,,,E,Everyone
microsoft flight simulator x acceleration expansion pack,PC,PC,2007,Simulation,0.0,0.04,0.0,0.05,0.01,,,,Pending
chousoku henkei gyrozetter albatross no tsubasa,Nintendo,3DS,2013,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
blazing souls accelate,PlayStation,PSP,2009,Role-Playing,0.04,0.0,0.01,0.05,0.0,,7.8,T,Teens
pq2 practical intelligence quotient,PlayStation,PSP,2006,Puzzle,0.04,0.0,0.0,0.04,0.0,74.0,7.8,E,Everyone
baku baku,Other,SAT,1995,Puzzle,0.0,0.0,0.05,0.05,0.0,,,,Pending
sword art online game director's edition,PlayStation,PS4,2015,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
sd gundam over galaxian,PlayStation,PS,1996,Shooter,0.0,0.0,0.05,0.05,0.0,,,,Pending
metroid prime federation force,Nintendo,3DS,2016,Action,0.02,0.01,0.01,0.04,0.0,64.0,5.1,T,Teens
rogue ops,Nintendo,GC,2003,Action,0.04,0.01,0.0,0.05,0.0,65.0,,M,Mature
smart kid's party fun pak,Nintendo,DS,2008,Misc,0.05,0.0,0.0,0.05,0.0,,,,Pending
dream salon,Nintendo,Wii,2009,Misc,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
beatmania iidx 3rd style,PlayStation,PS2,2000,Simulation,0.0,0.0,0.05,0.05,0.0,,,,Pending
natural doctrine,PlayStation,PS3,2014,Role-Playing,0.03,0.01,0.01,0.060000000000000005,0.01,,8.1,M,Mature
dirt 2,PC,PC,2009,Racing,0.0,0.04,0.0,0.05,0.01,89.0,8.2,T,Teens
payday 2,PC,PC,2013,Shooter,0.04,0.0,0.0,0.05,0.01,79.0,3.4,M,Mature
hummer badlands,PlayStation,PS2,2006,Racing,0.02,0.02,0.0,0.05,0.01,48.0,,E,Everyone
woody woodpecker escape from buzz buzzard park,PlayStation,PS2,2001,Platform,0.02,0.02,0.0,0.05,0.01,64.0,7.4,E,Everyone
ghostbusters (2016),XBox,XOne,2016,Action,0.04,0.0,0.0,0.05,0.01,,,,Pending
"lupin iii lupin ni wa shi o, zenigata ni wa koi o",PlayStation,PS2,2007,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
furu furu park,Nintendo,Wii,2007,Misc,0.05,0.0,0.0,0.05,0.0,43.0,4.8,E10+,Everyone 10y+
hatsune miku project diva x,PlayStation,PS4,2016,Misc,0.02,0.0,0.02,0.04,0.0,78.0,7.4,T,Teens
alter echo,XBox,XB,2003,Shooter,0.04,0.01,0.0,0.05,0.0,62.0,,T,Teens
fushigi? kagaku nazotoki quiz training - nazotore,Nintendo,DS,2008,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
beatmania iidx 4th style new songs collection,PlayStation,PS2,2001,Simulation,0.0,0.0,0.05,0.05,0.0,,,,Pending
g1 grand prix,Nintendo,3DS,2012,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
resident evil 4 hd,PlayStation,PS4,2016,Shooter,0.04,0.0,0.0,0.05,0.01,,,,Pending
impossible mission,PlayStation,PSP,2007,Platform,0.0,0.04,0.0,0.05,0.01,,,,Pending
around the world in 80 days,Nintendo,GBA,2004,Action,0.03,0.01,0.0,0.04,0.0,40.0,,E,Everyone
houkago shounen,Nintendo,DS,2008,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
fishdom,Nintendo,DS,2011,Puzzle,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
classic dungeon x2,PlayStation,PSP,2011,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
whirl tour,Nintendo,GC,2002,Sports,0.04,0.01,0.0,0.05,0.0,61.0,9.0,E,Everyone
pinball tycoon,Nintendo,GBA,2002,Misc,0.03,0.01,0.0,0.04,0.0,,,E,Everyone
grand ages medieval,PC,PC,2015,Strategy,0.0,0.05,0.0,0.05,0.0,63.0,5.4,T,Teens
major league baseball 2k11,PlayStation,PS2,2011,Sports,0.02,0.02,0.0,0.05,0.01,,,E,Everyone
cartoon network block party,Nintendo,GBA,2004,Misc,0.03,0.01,0.0,0.04,0.0,52.0,,E,Everyone
power spike pro beach volleyball,PlayStation,PS,2000,Sports,0.03,0.02,0.0,0.05,0.0,48.0,,E,Everyone
white album tsuzurareru fuyu no omoide,PlayStation,PS3,2010,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
harukanaru toki no naka de yumenoukihashi,Nintendo,DS,2008,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
shinseiki evangelion- eva yukai na nakama tachi,PlayStation,PS,1998,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
sd gundam scad hammers,Nintendo,Wii,2006,Strategy,0.0,0.0,0.05,0.05,0.0,,,,Pending
spitfire heroes tales of the royal air force,Nintendo,DS,2008,Simulation,0.05,0.0,0.0,0.05,0.0,49.0,,E10+,Everyone 10y+
super bust-a-move,Nintendo,GBA,2001,Puzzle,0.03,0.01,0.0,0.04,0.0,77.0,,E,Everyone
saints row gat out of hell,PlayStation,PS4,2015,Action,0.0,0.04,0.0,0.05,0.01,64.0,5.7,M,Mature
zoocube,Nintendo,GBA,2002,Puzzle,0.03,0.01,0.0,0.04,0.0,71.0,,E,Everyone
stunt gp,PlayStation,PS2,2001,Racing,0.02,0.02,0.0,0.05,0.01,49.0,8.1,E,Everyone
d.gray-man kami no shitotachi,Nintendo,DS,2007,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
strikers 1945,Other,SAT,1996,Shooter,0.0,0.0,0.05,0.05,0.0,,,,Pending
nba 2k,Other,DC,1999,Sports,0.0,0.0,0.05,0.05,0.0,,,,Pending
super jinsei game 2,Nintendo,SNES,1995,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
world series of poker,Nintendo,GC,2005,Misc,0.04,0.01,0.0,0.05,0.0,44.0,,E10+,Everyone 10y+
jikkyou oshaberi parodius,Nintendo,SNES,1995,Shooter,0.0,0.0,0.05,0.05,0.0,,,,Pending
plants vs. zombies garden warfare 2,PC,PC,2016,Shooter,0.0,0.04,0.0,0.04,0.0,82.0,7.5,E10+,Everyone 10y+
j-league winning eleven 2010 club championship,PlayStation,PS2,2010,Sports,0.0,0.0,0.05,0.05,0.0,,,,Pending
johnny bazookatone,PlayStation,PS,1995,Platform,0.03,0.02,0.0,0.05,0.0,,,,Pending
reign of fire,Nintendo,GBA,2002,Shooter,0.03,0.01,0.0,0.04,0.0,61.0,,T,Teens
koihime musou,PlayStation,PS2,2008,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
nicktoons attack of the toybots,Nintendo,DS,2007,Platform,0.04,0.0,0.0,0.04,0.0,54.0,,E,Everyone
singularity,PC,PC,2010,Shooter,0.0,0.04,0.0,0.05,0.01,76.0,7.7,M,Mature
nascar heat evolution,PlayStation,PS4,2016,Racing,0.04,0.0,0.0,0.05,0.01,66.0,3.8,E,Everyone
cartoon network racing,Nintendo,DS,2006,Action,0.04,0.0,0.0,0.04,0.0,55.0,,E,Everyone
ms saga a new dawn,PlayStation,PS2,2005,Role-Playing,0.02,0.02,0.0,0.05,0.01,65.0,8.6,E10+,Everyone 10y+
kekkon zenya,Other,SAT,1995,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
child of light,PlayStation,PS4,2014,Role-Playing,0.0,0.01,0.04,0.05,0.0,82.0,8.0,E10+,Everyone 10y+
finny the fish & the seven waters,PlayStation,PS2,2004,Sports,0.02,0.02,0.0,0.05,0.01,,,,Pending
the grim adventures of billy & mandy,Nintendo,Wii,2006,Action,0.04,0.0,0.0,0.04,0.0,,,,Pending
barnyard,Nintendo,GBA,2006,Action,0.03,0.01,0.0,0.04,0.0,56.0,,E,Everyone
next generation of chaos,PlayStation,PS2,2002,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
grimgrimoire,PlayStation,PS2,2007,Strategy,0.01,0.01,0.03,0.05,0.0,79.0,7.9,E10+,Everyone 10y+
katekyoo hitman reborn! ds bongole shiki taisen battle sugoroku,Nintendo,DS,2008,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
rock of the dead,PlayStation,PS3,2010,Shooter,0.04,0.0,0.0,0.05,0.01,45.0,,T,Teens
tna impact cross the line,Nintendo,DS,2010,Fighting,0.04,0.0,0.0,0.04,0.0,,,T,Teens
deadliest catch alaskan storm,XBox,X360,2008,Sports,0.04,0.0,0.0,0.04,0.0,56.0,5.9,T,Teens
golden axe the duel,Other,SAT,1994,Fighting,0.0,0.0,0.05,0.05,0.0,,,,Pending
j-league '96 dream stadium,Nintendo,SNES,1996,Sports,0.0,0.0,0.05,0.05,0.0,,,,Pending
capcom vs. snk millennium fight 2000 pro,Other,DC,2001,Fighting,0.0,0.0,0.05,0.05,0.0,,,,Pending
crime life gang wars,XBox,XB,2005,Action,0.04,0.01,0.0,0.05,0.0,30.0,3.4,M,Mature
tokimeki memorial girls side 1st love,Nintendo,DS,2007,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
rugby 2005,XBox,XB,2005,Sports,0.04,0.01,0.0,0.05,0.0,75.0,7.7,E,Everyone
"warhammer 40,000 dawn of war",PC,PC,2004,Strategy,0.01,0.03,0.0,0.05,0.01,86.0,8.8,M,Mature
taito legends,XBox,XB,2005,Misc,0.04,0.01,0.0,0.05,0.0,74.0,,T,Teens
rock 'n roll racing,Nintendo,GBA,2003,Racing,0.03,0.01,0.0,0.04,0.0,80.0,9.4,E,Everyone
reader rabbit 2nd grade,Nintendo,Wii,,Misc,0.04,0.0,0.0,0.04,0.0,,,E,Everyone
silhouette mirage,PlayStation,PS,1998,Platform,0.03,0.02,0.0,0.05,0.0,69.0,7.5,E,Everyone
dynasty warriors vol. 2,PlayStation,PSP,2006,Action,0.04,0.0,0.0,0.04,0.0,57.0,8.1,T,Teens
freelancer,PC,PC,2003,Simulation,0.02,0.02,0.0,0.05,0.01,85.0,9.0,T,Teens
treasure report kikai jikake no isan,Nintendo,DS,2011,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
growlanser vi precarious world,PlayStation,PS2,2007,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
block kuzushi,Nintendo,SNES,1995,Puzzle,0.0,0.0,0.05,0.05,0.0,,,,Pending
lego indiana jones 2 the adventure continues,PC,PC,2009,Action,0.02,0.03,0.0,0.060000000000000005,0.01,66.0,8.0,E10+,Everyone 10y+
american bass challenge,Nintendo,GBA,2001,Sports,0.03,0.01,0.0,0.04,0.0,69.0,,E,Everyone
american chopper 2 full throttle,Nintendo,GC,2005,Racing,0.04,0.01,0.0,0.05,0.0,54.0,,T,Teens
ultimate ghosts 'n goblins (jp sales),PlayStation,PSP,2006,Platform,0.0,0.0,0.05,0.05,0.0,,,,Pending
rugby 06,PlayStation,PS2,2006,Sports,0.02,0.02,0.0,0.05,0.01,70.0,7.8,E,Everyone
fatal frame ii crimson butterfly director's cut,XBox,XB,2004,Action,0.04,0.01,0.0,0.05,0.0,84.0,8.3,M,Mature
2002 fifa world cup,Nintendo,GC,2002,Sports,0.04,0.01,0.0,0.05,0.0,78.0,7.7,E,Everyone
the lord of the rings the battle for middle-earth ii,XBox,X360,2006,Strategy,0.0,0.04,0.0,0.04,0.0,79.0,7.5,T,Teens
lego the hobbit,PC,PC,2014,Action,0.0,0.05,0.0,0.05,0.0,68.0,,E10+,Everyone 10y+
need for speed carbon,PC,PC,2006,Racing,0.0,0.04,0.0,0.05,0.01,78.0,7.2,E10+,Everyone 10y+
colin mcrae rally 2005,XBox,XB,2004,Racing,0.04,0.01,0.0,0.05,0.0,83.0,7.5,E,Everyone
venus & braves majo to megami to horobi no yogen,PlayStation,PSP,2011,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
zoop,PlayStation,PS,1995,Puzzle,0.03,0.02,0.0,0.05,0.0,,,,Pending
saiyuki journey west,PlayStation,PS,1999,Strategy,0.03,0.02,0.0,0.05,0.0,73.0,7.1,E,Everyone
powerful golf,Nintendo,DS,2011,Sports,0.0,0.0,0.05,0.05,0.0,,,,Pending
rock band country track pack 2,XBox,X360,2011,Misc,0.04,0.0,0.0,0.04,0.0,,,E10+,Everyone 10y+
detective conan marionette symphony,Nintendo,3DS,2013,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
utawarerumono itsuwari no kamen,PlayStation,PS3,2015,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
american chopper 2 full throttle,XBox,XB,2005,Racing,0.04,0.01,0.0,0.05,0.0,,,T,Teens
amnesia crowd,PlayStation,PSP,2013,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
pachitte chonmage tatsujin 15 pachinko fuyu no sonata 2,PlayStation,PS2,2008,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
monster hunter frontier online,PlayStation,PS3,,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
mtx mototrax,PlayStation,PSP,2006,Racing,0.04,0.0,0.0,0.04,0.0,67.0,,E,Everyone
vr soccer '96,PlayStation,PS,1996,Sports,0.03,0.02,0.0,0.05,0.0,,,,Pending
ribbit king,Nintendo,GC,2003,Sports,0.04,0.01,0.0,0.05,0.0,60.0,,E,Everyone
diabolik lovers,PlayStation,PSP,2012,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
shugo chara! 3-tsu no tamagoto koisuru joker,Nintendo,DS,2008,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
summoner a goddess reborn,Nintendo,GC,2003,Role-Playing,0.04,0.01,0.0,0.05,0.0,72.0,,T,Teens
pirates vs ninja dodgeball,Nintendo,Wii,2009,Sports,0.04,0.0,0.0,0.04,0.0,,,,Pending
secret service,XBox,X360,2008,Action,0.04,0.0,0.0,0.04,0.0,,5.5,T,Teens
noddy in toyland,Nintendo,DS,2011,Misc,0.0,0.04,0.0,0.04,0.0,,,,Pending
empire earth,PC,PC,2001,Strategy,0.0,0.04,0.0,0.05,0.01,81.0,8.2,T,Teens
yu-gi-oh! world championship 2007,Nintendo,DS,2007,Strategy,0.0,0.01,0.04,0.05,0.0,,,,Pending
ducktales remastered,PlayStation,PS3,2013,Action,0.01,0.03,0.0,0.05,0.01,75.0,7.4,E,Everyone
e.x. troopers,PlayStation,PS3,2012,Shooter,0.0,0.0,0.05,0.05,0.0,,,,Pending
worms reloaded,PC,PC,2010,Strategy,0.0,0.04,0.0,0.05,0.01,79.0,6.8,E10+,Everyone 10y+
kiniro no corda 2 encore,PlayStation,PS2,2007,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
m&m's adventure,Nintendo,DS,2008,Adventure,0.04,0.0,0.0,0.04,0.0,,,,Pending
espn great outdoor games bass 2002,Nintendo,GBA,2001,Sports,0.03,0.01,0.0,0.04,0.0,57.0,,E,Everyone
soul eater plot of medusa,Nintendo,DS,2008,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
starcraft,PC,PC,1998,Strategy,0.0,0.04,0.0,0.05,0.01,88.0,9.1,T,Teens
gaist crusher,Nintendo,3DS,2013,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
world championship pool 2004,PlayStation,PS2,2004,Sports,0.02,0.02,0.0,0.05,0.01,60.0,6.7,E,Everyone
punch king,Nintendo,GBA,2002,Fighting,0.03,0.01,0.0,0.04,0.0,58.0,,E,Everyone
v-rally 3,Nintendo,GBA,2002,Racing,0.03,0.01,0.0,0.04,0.0,82.0,,E,Everyone
b-boy,PlayStation,PSP,2006,Misc,0.04,0.0,0.0,0.04,0.0,50.0,7.8,T,Teens
kakuto chojin,XBox,XB,2002,Fighting,0.04,0.01,0.0,0.05,0.0,46.0,7.2,T,Teens
beyond oasis,Other,GEN,1993,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
robotech invasion,XBox,XB,2004,Shooter,0.04,0.01,0.0,0.05,0.0,59.0,,T,Teens
rain (2013),PlayStation,PS3,2013,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
wii de asobu chibi-robo!,Nintendo,Wii,2009,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
need for speed underground,PC,PC,2003,Racing,0.0,0.04,0.0,0.05,0.01,82.0,8.3,E,Everyone
jewel quest mysteries,Nintendo,DS,2009,Puzzle,0.03,0.01,0.0,0.04,0.0,,,E,Everyone
tokyo ghoul jail,PlayStation,PSV,2015,Racing,0.0,0.0,0.05,0.05,0.0,,,,Pending
